Order ID,Order Date,Category,Sub-Category,Sales,Profit,Region,Customer Segment
b1a8b71f-491b-40e9-9ca3-fbb3ff11c8ba,2022-11-30,Footwear,Heels,345.45,85.67,Europe,Returning
da52d2ee-22bf-48f5-9f65-2a87333ee344,2024-02-03,Clothing,Pants,148.17,52.97,South America,Returning
b69f68c3-e60f-4420-ac33-350c73b911d8,2022-04-26,Clothing,Tops,402.76,112.96,Europe,Returning
ae92ea71-cf7d-4b43-9679-742fff4c96d6,2023-11-23,Footwear,Boots,428.28,151.42,South America,Loyal
109fd8ee-b5a4-4200-98f0-dd23aaf78c67,2023-05-12,Footwear,Heels,360.01,123.47,Asia,Returning
4cc9f5f2-e42e-4037-8a55-2ea08acbbe09,2024-05-04,Clothing,Jackets,354.79,102.2,Africa,Returning
b34191b8-ed65-42b4-b5a5-f8e6b6391f04,2022-09-02,Accessories,Belts,316.93,99.34,Asia,New
823dd107-5c8a-4066-8b2f-afa32c913a7c,2024-09-17,Accessories,Belts,96.13,34.44,Europe,Loyal
cac4d0eb-3373-430e-bc31-a5971f119c0f,2022-12-15,Accessories,Bags,438.48,26.41,Asia,New
06ba8cd3-7e78-48c9-8a55-e38b3c9abe10,2022-08-04,Accessories,Scarves,416.39,39.6,Middle East,New
77a7e8b7-5e70-465f-9280-c5aa8dd4595b,2023-07-15,Clothing,Pants,180.86,56.11,Europe,Returning
161237c9-e25d-49a8-9ca8-a5c42138afe0,2024-05-06,Accessories,Belts,97.16,32.67,North America,Returning
b788f5d1-ffe5-45f6-a5ed-cfe34f2dad3f,2022-04-13,Footwear,Boots,419.42,95.47,Asia,Loyal
68d0a2a8-c4e7-47dd-a929-de738693fd9d,2024-01-14,Footwear,Sandals,23.07,3.47,Asia,Loyal
5128b9b1-f8ed-40ca-a015-6a7212e153a6,2024-06-12,Clothing,Dresses,316.12,124.37,North America,New
ae1b9f69-7740-4831-b331-874912fc7a87,2024-09-24,Clothing,Pants,323.27,45.56,Middle East,New
d43cdd6d-e0c1-4f1e-a0da-897258321ee4,2024-03-14,Footwear,Boots,324.32,77.51,Europe,Returning
c48d5650-2e95-42d6-9679-2482a3c988e4,2024-05-06,Accessories,Bags,394.33,34.48,Asia,New
de431e06-e924-4069-80bb-ae526ec01269,2022-07-20,Accessories,Belts,385.29,92.26,North America,Returning
272c0588-84a2-476c-9fc9-05f8d4d60735,2022-03-28,Clothing,Tops,482.24,81.81,Middle East,Returning
ef4afa88-5299-4505-a976-aab22a26f770,2023-04-18,Footwear,Sneakers,323.66,121.76,North America,New
84d67c4f-f0df-4684-b28e-41225894f7f1,2022-12-17,Footwear,Sneakers,69.2,26.16,Europe,Loyal
3240d7a1-4027-4b7d-9430-29a9d88f1c94,2023-03-18,Accessories,Jewelry,350.19,25.82,Europe,New
200b2903-4642-4c45-8d03-f17af4d375c1,2024-09-13,Footwear,Sneakers,164.46,48.99,Africa,Loyal
17eaec83-8892-442f-9d4b-2bf94d85e9c7,2024-08-28,Footwear,Sandals,52.33,13.28,Asia,Returning
f10d27c8-9780-4215-ab2b-b8e9a417c093,2024-02-20,Footwear,Heels,186.02,49.73,Middle East,New
9fddde2e-a8a2-47ad-abd3-cdcd27794685,2024-06-21,Footwear,Boots,41.96,14.9,Europe,Loyal
90494583-ec86-4890-97b0-0bdc566e3cbe,2024-07-29,Footwear,Boots,487.27,189.6,Asia,Returning
14cb0564-0743-4c3b-9d20-c3bfd342af08,2022-03-05,Clothing,Jackets,379.83,36.29,Africa,Loyal
93a74792-c561-48dc-a436-4fcdf2d3f761,2022-03-12,Accessories,Jewelry,383.97,22.5,North America,Returning
92779574-c457-4cc3-b5f7-89bca6b07458,2023-02-16,Accessories,Bags,30.62,5.0,Asia,New
7f7f6c0a-07c0-4116-a394-ed549e3c5a88,2023-10-10,Accessories,Belts,254.55,81.37,Africa,Loyal
f4e7069a-a454-4937-8a27-ebf28baaf744,2024-09-01,Accessories,Belts,347.98,71.71,Europe,New
ceae71cf-ce00-4af0-beb0-51817ba24588,2023-04-15,Footwear,Sneakers,151.34,60.38,North America,New
12ae5c22-741b-47f5-8c24-a05367f5ae02,2024-11-30,Clothing,Dresses,224.57,46.71,North America,Loyal
6a662fce-7089-4c6d-a877-f5d90f5675f8,2024-12-05,Footwear,Heels,98.54,32.34,Africa,Loyal
9b4e164b-5716-4c2e-b43a-da2a76e5ae78,2024-01-23,Clothing,Tops,352.97,44.92,Middle East,New
51beb80e-b7e6-414c-9c8a-49225005680f,2022-08-12,Accessories,Belts,59.54,17.16,Europe,New
c2baf0e0-2179-43f0-a612-4ab4f9b21e6e,2023-06-21,Footwear,Sandals,334.17,48.67,Africa,Returning
51b1943c-1b2e-4edb-8fc8-5fc083d5bceb,2023-07-30,Clothing,Tops,476.41,49.01,Asia,Returning
7318b96d-4479-4612-9f5d-988f776abf09,2023-01-11,Accessories,Belts,227.52,86.52,Africa,Loyal
4a4b5563-0cf4-47ef-98c8-a61624108e9a,2023-01-21,Clothing,Tops,221.47,60.57,North America,New
3f8ea40a-6b0a-40e3-9d89-6047dd39d793,2023-08-20,Accessories,Scarves,210.85,30.78,Asia,Loyal
93e34c35-ef0a-473d-93d2-d56dd0401587,2022-09-06,Clothing,Dresses,492.31,95.15,Asia,Returning
7f8e5483-28ca-4a1d-835b-ec2c3098f7b2,2023-05-01,Clothing,Jackets,449.17,58.61,Middle East,Returning
4efc8248-e10b-4a47-bfae-b7487781321e,2024-03-10,Clothing,Jackets,122.29,7.45,South America,New
64ab851b-f1fa-46e7-970d-750705eee1d4,2024-02-12,Footwear,Sandals,332.8,59.57,Asia,New
3713b466-3da0-4476-b778-c676750d112e,2024-02-25,Clothing,Tops,434.89,93.77,Asia,New
4806f804-0cf0-474c-8c74-dc0f5a575539,2024-06-25,Accessories,Jewelry,484.73,55.71,Asia,Loyal
a77d95f1-d7c4-4e9c-a1e0-fffc98f6fd7f,2024-02-08,Accessories,Belts,436.94,140.61,Africa,New
0217ea0e-8964-40ab-8926-ce5f78786140,2024-11-10,Footwear,Heels,390.04,134.83,South America,Returning
43b47ee5-e1e8-4e7e-a249-8f666e51484d,2022-06-16,Clothing,Dresses,385.29,103.71,North America,Returning
0b95017c-5dae-4201-a73b-a8bdc38c1dec,2023-07-23,Clothing,Dresses,83.0,5.09,Middle East,New
31d4ee09-8fd3-4afc-91fd-fa4f0d18ab95,2023-09-15,Accessories,Belts,462.01,122.82,Asia,Returning
62e7c1a6-12d2-4a06-89e1-cd138da00495,2023-07-18,Accessories,Belts,402.34,87.92,Middle East,New
479bc637-8cc3-4f3b-83af-fcfe734a6ca3,2024-02-23,Clothing,Dresses,76.31,7.16,Asia,Returning
20f0156a-1e6a-4628-9c6d-52d5ae2e9af9,2024-08-26,Accessories,Scarves,349.07,70.03,Africa,New
fc9e1dcb-cb7e-4268-9f89-ed1264d6dfbf,2022-05-31,Footwear,Boots,116.25,25.81,South America,Loyal
c14565c7-5d98-4115-b05e-eefe8ece1128,2023-06-11,Clothing,Dresses,50.82,12.89,South America,New
66c14dca-8255-4a61-9a3b-031932f57510,2022-08-13,Accessories,Bags,149.12,49.08,South America,Loyal
2314d0c8-09f6-4405-8b99-00340a4e2552,2024-02-16,Clothing,Jackets,168.97,35.37,North America,Loyal
74fd33d1-84f2-4d0f-b947-4bfacdd0b4d4,2023-06-02,Clothing,Jackets,25.58,1.93,Africa,Returning
23c8afdb-83f8-4f16-a4a4-474c9b33e3a4,2022-08-20,Accessories,Scarves,208.4,45.43,North America,Returning
2999bbef-518b-4f21-9cf2-0859ee6e2e72,2023-05-25,Footwear,Sandals,308.01,46.84,Middle East,Returning
d7b4c294-bd44-489d-9dd2-f9defd98fe33,2023-09-03,Clothing,Tops,353.59,124.13,Europe,Loyal
d40ac5e9-81df-4517-961c-921097fe56c5,2023-04-10,Clothing,Tops,394.33,25.18,South America,Returning
901bcdef-b56f-48ce-bd66-971e88476c56,2024-03-02,Accessories,Jewelry,250.64,21.74,South America,Loyal
5e4cb287-0442-41db-90d4-ea6779928faa,2023-04-11,Clothing,Pants,136.18,53.84,Middle East,Loyal
6aa26216-fada-48f5-9c0f-0bdcac7e937c,2023-05-30,Footwear,Sandals,88.4,19.86,Africa,New
b9aed8e4-e615-49c8-8bf8-1f864ec3f970,2024-06-25,Accessories,Belts,316.71,93.7,South America,Returning
797ebe87-98cf-4188-86d2-5913a1173719,2024-12-04,Clothing,Dresses,288.63,15.42,Asia,Loyal
f8d8b7f1-c86c-4544-a7d4-cf50f791f1e5,2023-02-17,Accessories,Bags,176.7,40.85,Middle East,Returning
0d259caa-b8ad-4d87-ba40-45dd93dfd907,2024-06-17,Clothing,Pants,62.18,10.74,Middle East,New
a107cc46-8634-4718-aba6-adb37afeb114,2024-06-25,Footwear,Heels,35.94,2.79,Asia,Loyal
25d4a0fc-6154-4765-9756-ba9cc64c9647,2024-08-20,Footwear,Sneakers,210.52,20.3,Middle East,Loyal
f2bd92f2-9293-4705-8815-01473e00980e,2024-11-23,Clothing,Pants,292.42,85.19,South America,Returning
70e7e756-04d9-445e-b0d7-3df71c221cea,2024-12-24,Accessories,Bags,404.28,48.53,Middle East,New
b0c4a01c-69b7-40fa-a6c4-32f66b352f85,2023-05-03,Clothing,Tops,100.39,8.69,North America,Returning
9c89d374-c664-45a7-8077-3e33690e7e62,2022-11-13,Clothing,Dresses,325.49,96.76,North America,Returning
ba370623-bc5f-44dd-992f-3c1edf70fb2a,2024-01-03,Accessories,Scarves,35.16,13.28,Europe,Returning
35145890-84c8-4c46-a359-5fa4b4adaf89,2022-04-07,Accessories,Jewelry,44.95,10.76,Africa,New
7a768555-a987-4218-bf84-faef5336723b,2024-05-21,Accessories,Scarves,360.35,127.87,Europe,New
2c55aef7-f4e9-4734-9052-1700607796a3,2024-03-27,Accessories,Jewelry,362.76,119.93,Africa,Loyal
8bd88fcd-57a2-4e4e-887b-03e5e980f808,2023-12-16,Accessories,Scarves,182.94,61.32,Asia,New
b88e830f-de1e-494a-85a1-1f5cad05b912,2023-07-05,Clothing,Jackets,58.46,21.23,South America,Loyal
43ad3d62-b17c-4b21-8dbc-2c1ca4afe7bd,2024-11-23,Footwear,Heels,282.84,95.05,North America,New
3f1be0d0-f514-4058-b138-39757bf33a34,2024-08-05,Accessories,Jewelry,237.11,65.27,Africa,Returning
f1053252-3990-42c9-8c6a-70f48edec44d,2023-03-10,Footwear,Sandals,272.67,83.45,North America,Returning
35102852-b474-4349-89fc-2cd8c56bad4c,2023-04-08,Clothing,Tops,59.18,4.21,Middle East,Loyal
7ad465a1-5129-450d-bd2f-4e58b47a1c5b,2024-12-08,Accessories,Scarves,138.61,14.67,Europe,Returning
cb9faf6d-ef3a-4f27-af06-fccb8f7c1d59,2023-06-26,Clothing,Jackets,438.46,55.56,Europe,New
ad371d9e-92cf-4021-9f33-242d49ac9087,2023-03-01,Clothing,Dresses,488.42,82.01,Africa,Loyal
65001423-faeb-4d19-a550-8ea26133a34d,2024-04-23,Footwear,Sneakers,107.42,35.06,Europe,Returning
257f7595-cdfb-4db9-85e7-8b23f4613f09,2023-06-21,Footwear,Sandals,336.18,75.43,Asia,New
b6d1f6bb-f48f-409c-89a2-24410ac4de85,2023-03-28,Clothing,Tops,286.57,86.46,South America,Loyal
a7edc8d8-713f-4f8c-ac8b-e53758ab4778,2022-05-03,Footwear,Sneakers,129.66,51.7,Middle East,Returning
33baba88-36c7-46fa-baa4-f052bf519362,2023-02-03,Footwear,Boots,487.9,135.45,Middle East,Returning
b2384849-8fe0-49b6-aeda-a8024568f426,2024-04-16,Footwear,Sandals,115.78,33.35,South America,Returning
bdab07e7-9d9d-428e-9bf6-45f623245211,2023-02-26,Footwear,Sandals,54.66,3.32,Asia,New
ab7a3d1c-0cfe-4683-be11-bafe3d4196fe,2024-06-30,Clothing,Pants,143.69,30.45,Africa,Loyal
0d700ea4-3b9b-4d45-a350-55e439c59df9,2024-04-04,Footwear,Sneakers,436.77,133.0,South America,Returning
78ef7666-b7a4-4719-948e-1f6b69ce1e4e,2022-06-05,Accessories,Jewelry,376.5,74.89,Middle East,New
01539221-2331-4a28-8550-eca8ae62990c,2022-06-06,Clothing,Tops,186.05,33.46,North America,Returning
682b163a-286e-4390-add9-7a1afa585b27,2024-05-04,Clothing,Dresses,494.07,31.64,Africa,New
79c773a0-e0de-4c3d-a172-1c83ef5e4376,2024-10-11,Accessories,Belts,436.18,110.15,Africa,Loyal
f6c31218-c183-4315-b30f-8be1a689b424,2024-01-12,Accessories,Belts,230.54,70.05,North America,Returning
0f25477d-a559-40e7-8910-fade52380bf2,2023-03-23,Accessories,Scarves,253.6,90.21,Europe,Returning
88ffbd40-3b72-486d-92fa-675fa6fd0cb1,2022-05-19,Accessories,Jewelry,452.34,89.38,Middle East,New
6afa828c-2cd1-4b9f-abe5-841fe9c96c52,2022-02-27,Accessories,Jewelry,152.88,39.34,Asia,Returning
ff46a6bf-094d-416d-ab6d-2fedef158d5b,2022-10-01,Footwear,Sneakers,457.93,56.66,Africa,Returning
efc59738-2fb2-4e66-bed1-7aabc9b7c9bc,2023-09-09,Footwear,Sneakers,319.02,86.47,Middle East,New
4c636e95-025f-4543-8997-623ae0723d96,2023-03-26,Accessories,Belts,371.89,35.72,Asia,Loyal
fba57cc8-edaf-4766-9b78-0ede9a4ffc0c,2024-06-01,Footwear,Sandals,363.6,133.86,Asia,Returning
a42d0cd7-fd35-4f6a-b450-388748d90846,2023-06-05,Clothing,Pants,106.25,14.15,North America,Returning
f0458043-e3a6-4a70-be71-0b558639bd41,2024-04-23,Accessories,Bags,486.27,55.11,Asia,Returning
45d8a6ad-77d0-459e-8114-14f8d9df0d0e,2022-07-28,Clothing,Pants,430.1,95.61,Asia,Loyal
2999394c-54a7-469b-9cd6-6b09cf0e6d2b,2022-10-27,Clothing,Dresses,138.67,49.19,North America,Loyal
2faabe0b-b7f6-4cdf-81dc-1c60a5f60735,2023-12-14,Clothing,Tops,233.75,53.81,Middle East,Loyal
4b86b5a1-ca6f-4ff8-964c-fbd2bc92fd81,2022-01-22,Clothing,Tops,192.43,49.56,Asia,Loyal
2ced3c0d-3173-44b5-81dd-484aaca58d95,2024-06-01,Clothing,Jackets,98.49,18.41,Asia,New
67ce378f-e5a4-483b-a383-889adb2c6ac8,2024-08-07,Footwear,Sandals,485.32,68.11,Africa,Returning
669d01ff-1634-425b-93f3-007383e96ef4,2023-10-27,Accessories,Bags,335.23,54.92,Asia,Returning
23ff23d3-fb4f-488a-af4d-d219186b2880,2024-11-05,Accessories,Belts,391.27,37.49,South America,Returning
01bf9e73-3f80-4385-af92-40b652d78f10,2024-01-12,Clothing,Pants,485.51,101.39,Africa,Returning
c0f63229-725d-4259-bc4b-1eec6231ee73,2023-02-10,Clothing,Jackets,133.3,10.09,Africa,Loyal
951c25d5-4d4c-4280-9462-52e7f43ba052,2023-02-19,Footwear,Boots,101.48,23.54,North America,Returning
5c0b9b10-a757-4b10-82f5-25b902ed73ce,2024-06-08,Accessories,Jewelry,181.76,61.82,Asia,Loyal
1e43fbd2-aaf4-47f7-8fe7-61493c7e5368,2024-12-12,Accessories,Scarves,226.83,31.09,Asia,New
afa28559-67c9-4204-a8e3-33b64e8adc4b,2023-12-24,Accessories,Jewelry,316.23,94.04,South America,Returning
b41c504f-e346-4415-a526-7a2bec50ace4,2024-02-20,Clothing,Dresses,100.18,10.89,Europe,Loyal
ea87855e-a382-45d3-9e0e-f546b0b6dedf,2023-04-29,Footwear,Sneakers,37.6,11.57,Asia,Loyal
3818cfd3-3889-436a-9d58-17e85e175b66,2023-04-04,Accessories,Belts,338.63,73.18,Middle East,Returning
bf6b8cdf-7479-4b61-a737-2b527a6a2107,2022-07-27,Clothing,Tops,425.2,141.16,Europe,New
8c9aa1e9-b3b2-4337-aa74-dbb75fa5e0aa,2024-07-29,Accessories,Scarves,300.97,106.51,North America,Loyal
aa0217d0-cd4f-4b2b-899a-c252c1e1b94a,2024-01-02,Clothing,Pants,118.8,10.59,Europe,Returning
c1369c65-ae2a-4341-bf59-e4f2c3093b6e,2022-12-06,Clothing,Dresses,149.48,10.46,Asia,Returning
86879aa9-14f5-43d0-8991-2032df85c777,2024-07-14,Clothing,Dresses,274.96,103.88,Middle East,Returning
13fe8a29-5c9d-4ee0-b42a-045687365a84,2023-11-25,Accessories,Scarves,38.88,3.61,Europe,Loyal
8c32bdb2-d42a-495e-8fcf-601f1cb9b73a,2024-05-26,Accessories,Belts,237.06,89.34,Europe,New
265cb9d9-8962-4f6e-929c-93b333c08bf1,2024-02-25,Footwear,Sandals,171.75,39.08,Europe,Returning
711c7673-8535-4a69-9abf-984e53ff8461,2022-09-13,Footwear,Sandals,39.95,4.07,Asia,New
95492a82-b787-4f8d-b495-311eae27d432,2022-06-30,Footwear,Boots,493.58,191.41,North America,Returning
720b274b-82a7-4586-a61d-9cde1747f387,2024-01-30,Accessories,Belts,22.37,8.57,Middle East,Returning
6a5943ce-8364-45e3-a1c7-1aa3741423b5,2022-03-28,Footwear,Sneakers,326.78,115.61,Middle East,Loyal
765e6cb5-8f0d-4540-8ec7-d662905c7bdd,2023-12-11,Clothing,Pants,238.28,54.91,South America,Loyal
0592bfa5-b928-423f-8ee4-334ece920136,2024-11-11,Footwear,Boots,254.65,72.17,Africa,Returning
beed0af9-00c5-4f30-9103-142441241bb4,2023-09-08,Clothing,Jackets,87.03,5.26,Middle East,Returning
6c776e95-0b98-4ccd-92b2-102d940c3503,2022-12-05,Accessories,Jewelry,167.81,49.78,South America,Returning
fe7ee362-8a89-40f0-9052-91d3b34c6c73,2023-06-20,Accessories,Jewelry,116.89,33.4,North America,Loyal
fc737d92-11ab-4d11-a4eb-8000ef40d162,2022-04-04,Clothing,Dresses,485.56,40.24,Asia,Returning
2e13418d-68ab-40ea-897e-c6d1081fc6dc,2024-01-04,Clothing,Dresses,342.85,70.39,Europe,New
bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,2022-07-30,Accessories,Bags,436.71,48.91,South America,New
fe2bd987-5fdc-4bbf-ab9c-d71cf6ba745b,2024-09-30,Accessories,Belts,352.46,121.01,Asia,Loyal
e821e716-eac8-4da1-9e9f-6f5b72d35458,2023-08-18,Accessories,Belts,473.41,136.88,Africa,Returning
f6d22a7b-aec7-4a82-948b-4376602a4e57,2023-08-10,Clothing,Dresses,258.64,68.86,Asia,Returning
a74e02a9-220b-4ea9-8a0f-9508dfe2c0a0,2024-10-25,Footwear,Heels,437.07,109.14,Middle East,Returning
8989c5ab-fe2b-44d8-adb0-728d1e5ebe54,2023-06-25,Accessories,Scarves,34.59,13.0,Middle East,Returning
fa8dae42-ba54-4920-a099-d18087623997,2023-09-03,Clothing,Tops,350.97,100.65,Europe,New
05d1fb63-c194-497f-80e3-a026d5b6de85,2022-12-12,Accessories,Jewelry,123.52,34.66,Africa,Returning
8b60c511-b816-4aeb-ac6a-7c8576876c62,2023-04-09,Clothing,Pants,209.05,58.1,South America,Loyal
3acb43a3-d2c7-4ffb-a118-433b882ccd1e,2023-10-21,Clothing,Dresses,71.16,19.94,South America,Returning
4690fb15-27b6-48dc-989d-ecb075eb89c2,2023-01-20,Footwear,Heels,499.72,33.42,Asia,Returning
c3f725fe-b99b-4b5a-a00d-a49deffa2002,2022-10-20,Footwear,Heels,489.04,94.1,Middle East,Returning
6b535a19-a902-473f-8f39-f648083f64c3,2022-06-25,Footwear,Boots,437.96,141.83,Asia,Returning
e39836bb-e23d-4faa-afad-49e9c41c147e,2024-08-13,Accessories,Scarves,292.17,90.12,Europe,New
19d45deb-1139-4a12-b4c1-c3ea3d9c4e64,2022-01-25,Accessories,Bags,441.69,84.56,South America,Loyal
ac09bdb7-9908-4e47-b249-f62c08987462,2024-07-11,Footwear,Sneakers,176.98,50.2,Europe,Loyal
bd9419aa-3ea6-45b2-8c76-0d28df495037,2024-12-28,Footwear,Sneakers,407.77,129.18,Europe,Loyal
8a2db2e6-3bfd-48a6-b05f-ddf566fadca0,2022-03-10,Footwear,Sandals,402.95,81.58,South America,Returning
0e731dd7-c6ac-4b04-9d1d-6cd1c11f6bf5,2022-12-04,Clothing,Jackets,412.56,37.99,South America,Loyal
3bf2025f-4a0d-4b73-be54-ee4b80ff5173,2022-08-06,Accessories,Belts,281.35,14.63,North America,Loyal
c5c51060-9911-41e7-93d5-63ae51a3ac26,2024-06-13,Clothing,Dresses,175.8,31.34,Europe,New
4d406f1b-3ca5-4e29-9217-1bf3d18183d1,2024-11-10,Clothing,Dresses,210.16,61.66,Asia,New
389641dd-8570-459f-a903-ae67fc568b53,2022-08-11,Footwear,Heels,206.51,42.76,Africa,Returning
8e85140d-0f9a-4b70-8670-7cd64ceda164,2023-10-05,Clothing,Pants,134.02,24.21,Middle East,Returning
2cd58759-e95d-4761-bc36-dc59e134edfc,2024-07-08,Accessories,Belts,129.09,9.76,North America,New
7ee1011a-8e4c-4ab5-ad5d-0477adc29178,2024-08-30,Clothing,Tops,309.66,87.9,Europe,New
a4b05c89-f10b-4e9c-982b-91eef8e8035b,2022-03-14,Clothing,Pants,317.36,67.35,South America,New
519894d8-8643-4603-892a-7d7c61935990,2024-11-08,Accessories,Jewelry,202.3,71.24,Middle East,Loyal
4cc57e0d-2633-4018-a883-ac6e6a944054,2024-12-17,Accessories,Scarves,269.16,58.6,Middle East,New
7938878a-89b5-4ab0-8121-69db2f12b150,2023-08-08,Clothing,Jackets,32.31,5.47,South America,Loyal
db87d29c-4cfd-4fc1-b9b0-2e2ad96e684f,2023-01-10,Clothing,Jackets,202.49,38.39,North America,Loyal
0ec0713d-ea2c-4a51-b688-d11fce4758be,2022-08-13,Clothing,Pants,298.48,70.67,Asia,Loyal
8eaa5841-6aa0-426d-b7c0-d5f769a53b4f,2024-05-23,Clothing,Jackets,311.79,99.06,Middle East,New
41476506-3e2b-49c9-a36f-6e5c2253e706,2024-04-03,Footwear,Heels,410.23,123.62,Europe,New
ec170298-143d-45b3-a58e-83dd548c1d84,2022-11-12,Footwear,Heels,478.65,26.99,Europe,Loyal
891f6912-17ab-4863-9efe-ef4fd8ddbbc0,2023-11-30,Clothing,Jackets,113.97,6.0,Asia,New
ac75c344-608e-449e-84b9-e6020d31812e,2022-10-23,Footwear,Boots,330.79,120.51,Middle East,Returning
12a1fe7d-dfa5-4722-8a1f-c9df9a591974,2024-07-28,Clothing,Tops,136.87,51.25,Middle East,Loyal
b96c1163-966b-4275-82fe-8954cdfd9531,2022-10-20,Footwear,Sneakers,48.93,18.45,North America,New
3579c143-7ab9-4428-b78e-65108f10d33e,2024-11-09,Accessories,Jewelry,188.78,16.14,North America,Loyal
03ece8ff-e8b3-4763-b4ff-3f3a4d9dbaeb,2023-06-02,Accessories,Jewelry,253.22,35.42,South America,Returning
bdd151b0-f64a-46ec-b0a5-648eefe9b3d0,2022-11-26,Accessories,Bags,156.74,24.69,Middle East,Loyal
7a9a8ef5-c11b-41c4-bfe3-f366bf337a15,2022-07-02,Accessories,Bags,405.45,96.78,Middle East,Loyal
345af934-b42a-4d93-9aba-0f15b2149062,2023-01-12,Footwear,Heels,169.43,44.66,South America,Returning
52555c75-8d55-419e-bd44-cb2cea45ba41,2023-09-09,Clothing,Tops,363.75,52.9,Middle East,Loyal
a6129a1c-889d-4b76-b75c-30b561730c48,2023-03-16,Clothing,Pants,218.5,20.25,Asia,New
8347f1da-5c11-4b6d-82f5-b3f54ef4c34d,2023-07-13,Accessories,Jewelry,106.95,30.84,Africa,Loyal
fb37afae-cd85-43ca-993e-638d774c0afa,2024-02-12,Footwear,Boots,107.09,25.04,North America,Returning
ea11905b-51fa-4efa-96f8-9f7ac2fa1da8,2023-12-31,Footwear,Heels,360.34,31.5,South America,Returning
0bb401e7-69f7-43f1-901b-a8515ee68495,2022-11-12,Accessories,Jewelry,292.31,40.86,Middle East,New
255b30e2-bdc2-474b-b8a5-6b49dd34aa18,2024-05-23,Clothing,Dresses,482.2,105.72,Europe,Returning
95831d58-ef4c-4119-8da5-d39b42c21797,2022-01-26,Accessories,Scarves,406.88,98.7,Africa,New
27046f25-4b91-48cb-aae6-6582b852b3cd,2024-06-18,Clothing,Tops,40.84,11.09,North America,Returning
91ddb9bf-613d-4de9-bae2-802354720d2d,2022-11-01,Clothing,Jackets,476.67,124.2,Middle East,Loyal
f186e47a-a794-4320-8cf6-e8b87fd238c3,2023-01-17,Accessories,Scarves,413.21,148.54,Europe,Returning
d253d966-c36b-4a0a-81e0-2a89566a9ce7,2024-11-29,Footwear,Boots,129.48,16.08,Asia,Loyal
bd5609c4-a446-4663-b93b-17fbf76d15fd,2024-01-30,Accessories,Jewelry,313.27,60.73,Asia,Loyal
cb8383f2-bb96-4602-ab11-5c3675f8e3a8,2024-02-02,Accessories,Bags,423.13,154.45,Asia,Returning
8bea75c1-b866-47aa-a3d4-526b2b54ff7a,2023-07-02,Footwear,Sneakers,189.64,25.2,South America,Loyal
8ac97b01-e3ad-44d4-aab9-eb022f1dc121,2024-01-29,Clothing,Pants,394.65,57.69,Asia,New
08a8ac7f-8621-48ad-8f09-105cf50d7a37,2024-09-24,Clothing,Jackets,414.85,82.27,Middle East,New
0c6b7074-ab10-4c9b-9168-2e09f1f7d904,2022-04-26,Footwear,Heels,340.42,28.4,Asia,New
a175a9c3-d7b1-42a9-a332-a50e6992896e,2022-01-10,Clothing,Pants,319.45,66.48,Middle East,Loyal
02571851-26a9-4100-b509-109b116658ce,2022-12-26,Accessories,Bags,301.57,32.81,South America,Returning
0f79a8a7-5f8a-44bd-b4bd-0c938177b661,2022-12-06,Clothing,Jackets,373.7,131.53,Asia,New
9dd43675-ef14-4064-aab0-7015a3422e50,2024-08-17,Clothing,Dresses,124.04,10.36,Europe,Loyal
01b158e9-0406-4f44-bce4-0679a8c6dbc0,2024-01-21,Accessories,Bags,31.35,8.61,South America,Loyal
04482a22-0308-4a5e-a94d-7b008d388327,2024-04-06,Accessories,Bags,311.41,75.16,Africa,New
fa3c1628-8926-41df-8655-68b7b8e19f56,2024-04-02,Clothing,Jackets,131.33,24.53,South America,New
b2a6e468-d02b-4243-8091-3ac10463750e,2023-03-22,Footwear,Sandals,305.35,68.36,Africa,Loyal
e8e6e840-f090-45a0-8e61-01996e3a0ba8,2024-11-13,Footwear,Heels,494.14,48.3,North America,Loyal
863e1f2a-18a8-46ef-ab05-3fc41b656dab,2022-10-06,Footwear,Sandals,353.67,67.73,North America,Returning
86c5d1d6-9ea9-4508-b122-75923db02235,2022-08-20,Clothing,Tops,225.54,67.92,Europe,New
cb80f288-446f-44dd-9abc-a6e5d0b1e3eb,2023-01-28,Clothing,Jackets,352.37,139.87,South America,Loyal
67f1698c-f594-4a54-9f80-4eeb143a9aff,2023-09-09,Footwear,Boots,81.63,7.06,North America,Returning
b27e1442-fd7f-4973-be42-df5b90a3fbbf,2023-12-15,Footwear,Heels,367.68,92.82,Asia,New
d90dd19b-d3fb-4043-af1d-5a1a4ccb2355,2022-12-17,Footwear,Boots,151.6,11.79,Europe,Returning
a65f7b8a-dbb4-4021-bdde-64afa75b395a,2022-05-06,Clothing,Tops,61.12,22.18,North America,New
608e2f5c-6117-4270-a7c0-518b17efa621,2022-02-19,Footwear,Sneakers,112.1,18.29,North America,Returning
026b5383-a301-4c03-8e5d-8c6a79db7862,2024-05-08,Accessories,Belts,128.8,22.44,Africa,Returning
d867888b-7ff6-4824-952a-eaec2bdfcb41,2024-12-27,Accessories,Jewelry,53.32,12.35,Europe,Loyal
90dbfad6-54ce-46be-88cc-e2c2a518a418,2023-11-06,Footwear,Boots,52.45,17.32,Asia,New
0ae4ac11-eb4d-4f42-8735-70a2e5110961,2022-05-29,Accessories,Jewelry,132.18,31.59,North America,New
